date,geography_modeled,scenario_name,cases_median,cases_lower,cases_upper,cases_new_median,cases_new_lower,cases_new_upper,deaths_median,deaths_lower,deaths_upper,deaths_det_median,deaths_det_lower,deaths_det_upper,hosp_bed_median,hosp_bed_lower,hosp_bed_upper,icu_median,icu_lower,icu_upper,vent_median,vent_lower,vent_upper,recovered_median,recovered_lower,recovered_upper,rt_median,rt_lower,rt_upper
2020-03-01,covidregion_1,baseline,13,4,22.25,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,10,2.68898744392812,1.76122946128319,4.59585691008747
2020-03-02,covidregion_1,baseline,16,5,30,4,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,11,2.55710286336145,1.70631470562588,4.26727388766276
2020-03-03,covidregion_1,baseline,21,6,40,6,1,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,12,2.38106752361444,1.61404605624369,3.87117792635229
2020-03-04,covidregion_1,baseline,27,8,52.25,7,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,6,14,2.19147875552291,1.52198023421703,3.46358104219441
2020-03-05,covidregion_1,baseline,35,9.75,68.25,10,2,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,7,17,2.01470411076824,1.44524081702291,3.11908703769746
2020-03-06,covidregion_1,baseline,46,13.75,91,12,3,27,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,13,9,20,1.8578595446605,1.38964547139132,2.78018163363018
2020-03-07,covidregion_1,baseline,60,17.5,119.5,16,4,35,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,16,11,25,1.71513821893199,1.32510762051351,2.45704730800947
2020-03-08,covidregion_1,baseline,77,23,154.5,21,6,47,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,20,12,32,1.60222565371805,1.27379370163851,2.19910807092985
2020-03-09,covidregion_1,baseline,99,30.75,202.75,27,7,59.25,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,24,13.75,39.25,1.50114532624013,1.23029225987617,1.98773608669443
2020-03-10,covidregion_1,baseline,129,38.75,264,35,9.75,71.25,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,30,16,53,1.4182482593396,1.1921503455826,1.81752528758632
2020-03-11,covidregion_1,baseline,164,50.25,341.5,45,13.75,96.5,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,38,18.75,68,1.35224125540944,1.16458317589945,1.67177041498032
2020-03-12,covidregion_1,baseline,212,64,437,58,15.75,125.25,0,0,1,0,0,0,1,0,5,0,0,2,0,0,0,48,22,90.25,1.29700360912513,1.14070043632389,1.56867085376609
2020-03-13,covidregion_1,baseline,272,81,566.25,72,20,158.5,0,0,0.25,0,0,0,2,0,6,0,0,2,0,0,0,62,26,114.5,1.24810934687937,1.11501159082233,1.46695963859861
2020-03-14,covidregion_1,baseline,341,100,712.75,86,22.5,189.25,0,0,1,0,0,0,2,0,8,0,0,3,0,0,0.66,79,32,151.25,1.20437149797535,1.09141274817195,1.39577279407178
2020-03-15,covidregion_1,baseline,423,122,906.5,105,30,236.75,0,0,1,0,0,0,3,0,10,1,0,4,0,0,0.66,100,39,194.25,1.15805760970501,1.06242637965965,1.31516893309192
2020-03-16,covidregion_1,baseline,525,147.25,1162.25,128,35.75,300.5,0,0,1,0,0,0,4,0,11,1,0,4,0,0,0.66,125,46.75,250.25,1.11950185076823,1.03892804878572,1.24877254524347
2020-03-17,covidregion_1,baseline,655,182.5,1464.5,161,44.5,373.5,0,0,1,0,0,0,5,0,14,1,0,5,0,0,0.66,161,58.75,324.25,1.09112531741795,1.02356657505987,1.19757446760611
2020-03-18,covidregion_1,baseline,783,211.75,1784.25,173,47,406.25,0,0,1,0,0,0,7,1,18,1,0,6,0,0,0.66,205,68.75,415.25,1.07273070406862,1.01603351298791,1.15990602654321
2020-03-19,covidregion_1,baseline,906,257.25,2099.25,174,48.75,413.75,0,0,1,0,0,0,8,1,22.25,2,0,8,0,0,1.32,255,83,517.25,1.06375179717537,1.01318391354293,1.13265624076117
2020-03-20,covidregion_1,baseline,1020,292.75,2332.75,177,48.5,434.5,0,0,2,0,0,1,10,1.75,27.25,2,0,9,0,0,1.32,315,101,647,1.05846521227036,1.01242401217747,1.11586373198427
2020-03-21,covidregion_1,baseline,1138,325,2599,186,51,477.5,0,0,2,0,0,0,13,2,34,3,0,11,0,0,1.32,384,118.5,813.25,1.06395078583038,1.01718434555581,1.11491236800171
2020-03-22,covidregion_1,baseline,1233,341.5,2891.25,186,51,489.75,0,0,2,0,0,1,15,2.75,38.25,4,0,14,0,0,1.98,464,135.25,989,1.07112222496278,1.02427058755303,1.11979770018192
2020-03-23,covidregion_1,baseline,1323,370,3135.5,176,51,434,0,0,2,0,0,1,17,3,45,5,0,15.25,0,0,1.98,559,157,1192.75,1.08277069595891,1.03482953173529,1.13127536762241
2020-03-24,covidregion_1,baseline,1396,394.25,3301.75,176,46,432,0,0,2,0,0,1,20,4,52,6,0,19.25,0.66,0,2.64,671,190.75,1425,1.09381874270137,1.04543446576823,1.14458497056914
2020-03-25,covidregion_1,baseline,1461,402.75,3493.5,173,49.75,422,0,0,3,0,0,1,22,5,56.75,7,1,22,0.66,0,3.3,779,219.25,1674.5,1.1020475406456,1.04949632415732,1.15565665353662
2020-03-26,covidregion_1,baseline,1510,419.5,3641.5,175,48.25,418.25,0,0,4,0,0,1,24,6,62.75,8,1,24,0.66,0,3.3,906,257,1976.75,1.10611388237384,1.05112584151438,1.16331768474991
2020-03-27,covidregion_1,baseline,1558,433,3788.5,178,49,431.5,1,0,4,0,0,1,26,6,71.25,10,2,26,1.32,0,3.96,1037,290,2277,1.1114241096334,1.05403558606016,1.17318134791654
2020-03-28,covidregion_1,baseline,1603,446.5,3938.75,184,52.5,441.25,1,0,4,0,0,1,27,7,76,11,2,30.25,1.32,0,4.62,1173,330.25,2565,1.11275223369009,1.05371722824318,1.17857268048331
2020-03-29,covidregion_1,baseline,1649,470.75,4067.5,184,51.75,472,1,0,4,0,0,1,29,6.75,77.5,12,3,32.25,1.32,0,5.28,1305,363.75,2912.25,1.11192035267855,1.05381458724223,1.18037636094719
2020-03-30,covidregion_1,baseline,1702,482,4219.5,191,55.5,475,1,0,4,0,0,1.25,31,7,80.75,13,3,36.25,1.98,0,5.94,1446,405.25,3237.5,1.11202417822674,1.05343300065619,1.18041735095661
2020-03-31,covidregion_1,baseline,1741,490,4324.5,194,56.5,484,1,0,5,0,0,2,33,8,84,15,3,42,1.98,0,6.6,1595,446.75,3574.75,1.11454937115216,1.05701109799573,1.18320625102589
2020-04-01,covidregion_1,baseline,1788,507.75,4420.25,200,57.5,481.5,1,0,5,0,0,2,34,8.75,87,15,4,43,1.98,0,7.26,1739,491.5,3936,1.11482337080536,1.05602210533415,1.18476032858871
2020-04-02,covidregion_1,baseline,1833,519,4545.5,201,54.5,513.5,1,0,5,0,0,2,35,8,91,18,4,49.25,2.64,0,8.58,1883,533.75,4301.25,1.11351249273382,1.05606754235686,1.18194138050907
2020-04-03,covidregion_1,baseline,1888,533.5,4660,207,52.5,525.75,1,0,5,0,0,2,35,8,91.25,18,4.75,50,2.64,0.495,9.24,2045,575.25,4699.75,1.11421346868586,1.05644625788877,1.18265897636326
2020-04-04,covidregion_1,baseline,1944,553.5,4797.25,217,59.75,540,1,0,6,0,0,2,37,9,101.75,19,4.75,54,3.3,0.66,9.9,2221,617.5,5105.25,1.11386621945018,1.05650385329343,1.18417387091189
2020-04-05,covidregion_1,baseline,1997,567.75,4924.25,218,56.75,533,1,0,7,0,0,2.25,38,9,104.25,20,4.75,56.25,3.3,0,10.56,2394,662,5520.25,1.11317130702516,1.05610194804342,1.18186905317763
2020-04-06,covidregion_1,baseline,2054,576.25,5076.75,226,63.75,584.5,1,0,6,0,0,2.25,40,10,104.25,20,5,56,3.96,0.66,11.22,2565,718.5,5926,1.10699851276986,1.05091180918176,1.1754921515454
2020-04-07,covidregion_1,baseline,2102,585,5210.75,229,62.75,594.25,2,0,6,0,0,3,41,11,108,21,5,55.25,3.96,0.66,11.88,2728,766.25,6369.5,1.09284493562628,1.03820866436518,1.15869783333938
2020-04-08,covidregion_1,baseline,2156,594,5369,238,66.75,585,2,0,6.25,0,0,3,41,11,110,22,4.75,55,4.62,0.66,12.705,2913,817,6802.75,1.07551237453059,1.02377477545917,1.13830353996568
2020-04-09,covidregion_1,baseline,2208,615.25,5498.5,245,59,604.75,2,0,7,0,0,3,42,10.75,117.25,22,5,58,4.62,0.66,13.86,3115,870.5,7283.5,1.05502194553285,1.00788264240184,1.11725667036032
2020-04-10,covidregion_1,baseline,2261,634.75,5655,248,63.5,622.25,2,0,7,1,0,3,43,10.5,113.5,23,5,60.25,5.28,0.66,14.52,3322,924.25,7727,1.03422309125779,0.993004849713691,1.08925602022141
2020-04-11,covidregion_1,baseline,2324,643.25,5836.75,251,71.75,646,2,0,6,0,0,3.25,44,11.75,120.25,24,5.75,61,5.28,0.66,15.84,3517,979.75,8223.75,1.01684132112214,0.979332697796413,1.06187769912528
2020-04-12,covidregion_1,baseline,2387,653.75,5949.5,261,76.5,645,2,0,8,1,0,4,44,11,121,24,6,64,5.94,1.32,17.16,3706,1048.75,8745,0.999749356787732,0.965456708416327,1.03858693920966
2020-04-13,covidregion_1,baseline,2445,668.5,6122.25,265,71,675.75,2,0,8,1,0,4,46,13,127.5,24,6,64.25,5.94,1.32,17.16,3911,1100,9229.75,0.98466369169178,0.952810131313127,1.01794451095774
2020-04-14,covidregion_1,baseline,2493,677.5,6277.5,268,75,695.5,2,0,7,1,0,4,46,11.75,131.25,25,6,65.25,6.6,0.66,17.985,4119,1163,9773.75,0.967960163357428,0.936227800354717,0.999734862143626
2020-04-15,covidregion_1,baseline,2534,680.25,6443.5,278,74.75,690.25,2,0,8,1,0,4,48,12.75,135.25,25,6,64.5,6.6,1.32,19.305,4342,1226,10308.75,0.953395784115625,0.922967542201013,0.984410305562035
2020-04-16,covidregion_1,baseline,2584,696,6571.25,288,78.5,715,2,0,8,1,0,4,48,12.75,136.25,26,5,68.25,6.6,1.32,20.46,4570,1291,10870.25,0.939590137296105,0.907482678767136,0.973327764027488
2020-04-17,covidregion_1,baseline,2656,705.5,6770.75,290,73.75,715,2,0,8.25,1,0,4,49,12,142.25,26,5,68.25,7.26,1.155,20.625,4771,1356.25,11448,0.924480409110842,0.890405073141764,0.960612889253258
2020-04-18,covidregion_1,baseline,2707,710.75,6977,298,74.5,755.25,2,0,9,1,0,4.25,51,13,147.5,26,6,70.25,7.92,1.32,21.78,5013,1427.5,12036.5,0.909567003203133,0.872893047313449,0.949745400667058
2020-04-19,covidregion_1,baseline,2794,726,7145.25,305,85.75,759.75,2,0,8,1,0,5,52,13.75,149.5,26,5,72,7.92,0.66,22.605,5235,1506.25,12624.5,0.895280297154064,0.85609468067567,0.938930111750701
2020-04-20,covidregion_1,baseline,2862,746.75,7325.25,315,84,782.5,2,0,9,1,0,5,53,13,149.25,28,6,77.75,7.92,1.32,23.265,5485,1583.5,13220.75,0.88503516239399,0.840837243963093,0.932789087571454
2020-04-21,covidregion_1,baseline,2925,780,7483.25,318,91,813.75,2,0,9.25,1,0,5,54,14,152.25,29,5,78.25,8.58,1.32,25.08,5752,1647.25,13833.75,0.879794911087678,0.831802474817619,0.93239824704681
2020-04-22,covidregion_1,baseline,2977,788.5,7601,310,84.75,759.5,2,0,10,1,0,5,55,14.75,156.5,29,6,82,9.24,1.32,26.4,5993,1727.25,14470.5,0.882066686210718,0.828134398616505,0.937341579998364
2020-04-23,covidregion_1,baseline,2984,792.5,7667.75,288,76.25,733.75,3,0,9,1,0,5,57,13,166.25,29,5,82,9.24,1.815,27.885,6256,1789.5,15081,0.886645099651346,0.829819162902409,0.944423818949925
2020-04-24,covidregion_1,baseline,2985,804.75,7682.75,273,74.75,685.75,2,0,9,1,0,6,58,15.75,167.75,30,6,81.25,9.9,1.98,27.885,6491,1864.5,15754.25,0.892895423925322,0.832931275349442,0.94805116250621
2020-04-25,covidregion_1,baseline,2961,806.25,7652.75,263,67.75,648.5,3,0,9,1,0,6,61,17,179,30,7,84.75,10.56,1.98,30.525,6762,1938,16371.75,0.898214891101192,0.836423130874612,0.950061281790031
2020-04-26,covidregion_1,baseline,2953,788.5,7608.25,253,61.75,668.75,3,0,9,1,0,6,61,16.75,180.75,30,6,86.25,11.22,1.98,33.66,7045,2015.75,17032.75,0.903074328528474,0.845663452438956,0.955096520260534
2020-04-27,covidregion_1,baseline,2922,778.75,7518,250,72.25,622.5,3,0,11,2,0,6.25,61,17,179,31,7,89.5,11.88,2.64,34.32,7277,2103.75,17691.25,0.907246624061868,0.851627648889823,0.95862374012096
2020-04-28,covidregion_1,baseline,2896,751.5,7445.25,237,59.75,608.5,3,0,11,1,0,7,62,16,186,31,7,90.25,11.88,1.98,37.785,7547,2194,18373,0.910130416017289,0.857263714676956,0.960251322046004
2020-04-29,covidregion_1,baseline,2857,732.5,7348.5,237,55,599.25,3,0,10,1,0,7,62,15.75,185.5,32,8,97,12.54,2.64,39.105,7821,2265.25,19027.75,0.912464344140469,0.860986777141738,0.963122168831411
2020-04-30,covidregion_1,baseline,2829,732.75,7251,228,57,562.25,3,0,9,2,0,7,62,15.5,185,34,7,95.25,13.2,2.64,40.425,8094,2326.75,19674.75,0.913637367854503,0.862151807024019,0.963308561783897
2020-05-01,covidregion_1,baseline,2786,724,7185.75,225,62.75,592.25,3,0,11,2,0,8,62,16,181.75,33,7.75,94.75,13.86,2.64,40.26,8356,2395,20314.5,0.916131991203862,0.865666881982625,0.965199906438701
2020-05-02,covidregion_1,baseline,2754,725.75,7086.5,223,55.75,560.25,3,0,10.25,2,0,7,61,15,178.25,34,7.75,99,13.86,2.64,39.93,8635,2452.75,20946.75,0.915005157436351,0.865127362024072,0.962756871612341
2020-05-03,covidregion_1,baseline,2714,705.75,6977,212,55,551.5,3,0,11,2,0,7.25,60,14.75,177.5,34,7,100,13.86,2.64,40.26,8900,2528.25,21558.75,0.91419679218488,0.864596534351754,0.962827581171814
2020-05-04,covidregion_1,baseline,2664,703.75,6853.75,213,59.5,552,3,0,10,2,0,7.25,59,15,174.5,34,7,99,13.86,2.64,40.755,9169,2590.75,22134,0.913611553071189,0.864005080557196,0.962751562003794
2020-05-05,covidregion_1,baseline,2606,707.75,6776.75,211,56.5,535.5,3,0,10,2,0,7,58,15,172.25,33,7,96.5,13.86,2.475,43.065,9444,2650.75,22721.25,0.914458726515255,0.864190227948796,0.965200275713265
2020-05-06,covidregion_1,baseline,2565,693.5,6616.75,205,54,541,3,0,10.25,2,0,7.25,59,14.75,174,32,7,98,13.86,2.475,41.745,9701,2720.5,23312.25,0.915027726466248,0.864172316498596,0.963873927566322
2020-05-07,covidregion_1,baseline,2522,675.5,6498,199,51.5,513,3,0,11,2,0,7,56,14,173.25,33,6,93.25,13.86,1.98,41.745,9943,2795.5,23888.25,0.91384172657951,0.862810997628865,0.962709113376674
2020-05-08,covidregion_1,baseline,2490,670.5,6408,197,47,509.25,3,0,11,2,0,8,55,13,169,31,6,89,13.2,1.98,41.25,10196,2849.75,24470.5,0.913661311726958,0.862333787494428,0.964344200786353
2020-05-09,covidregion_1,baseline,2442,646.5,6344.25,194,47.5,491,3,0,10.25,2,0,7.25,55,12,171,31,6,86.25,13.2,2.475,39.105,10440,2918,25029.75,0.913053864839386,0.862541644322492,0.96367277333369
2020-05-10,covidregion_1,baseline,2389,635,6279.25,189,49.75,496,3,0,11,2,0,8,54,11.75,165.25,31,6,85,13.2,2.475,38.445,10680,2985.75,25560.5,0.915548484824691,0.863681607298244,0.96703920910145
2020-05-11,covidregion_1,baseline,2329,615.75,6205.5,184,43,492.25,3,0,10,2,0,7,53,12.75,154,30,6,83.25,12.54,2.475,37.785,10919,3042.25,26082.5,0.915263305257623,0.864376108228984,0.968294587578655
2020-05-12,covidregion_1,baseline,2276,590.75,6114.5,180,44.75,489.75,3,0,9.25,2,0,7,53,12.75,152.75,30,6.75,83.25,13.2,2.64,37.785,11157,3115.5,26612.25,0.915842216075682,0.862548020765966,0.967032221383239
2020-05-13,covidregion_1,baseline,2231,586.75,6057,181,44.5,476,3,0,11,2,0,8,52,12.75,154,29,7,81.25,13.2,2.64,35.97,11394,3166.75,27143,0.915535191631082,0.862872117478588,0.966521839079069
2020-05-14,covidregion_1,baseline,2178,579.75,5983.5,174,47.75,446.25,3,0,10,2,0,7,51,11,149.75,29,6,80.25,12.54,2.475,39.105,11613,3230.5,27660.5,0.913230846608393,0.860755366317181,0.965240284737582
2020-05-15,covidregion_1,baseline,2132,565.25,5862.25,172,40.75,448.75,3,0,10,2,0,7.25,49,11,151.5,28,6,78.25,12.54,2.475,39.765,11834,3291.75,28240.25,0.913128789607407,0.861394768669994,0.966295792131709
2020-05-16,covidregion_1,baseline,2108,542.5,5764.75,171,42.75,448.25,2,0,9,2,0,7.25,48,12,147.25,27,6,78.5,11.88,2.475,38.61,12055,3350.5,28794,0.914800742298652,0.861708059560912,0.966564377131337
2020-05-17,covidregion_1,baseline,2081,524,5665.75,165,39.5,439.25,2,0,10,2,0,7,48,12,144.5,27,6,74.25,11.88,1.98,36.465,12255,3409,29328.5,0.914397496371227,0.86021449172551,0.967077887721318
2020-05-18,covidregion_1,baseline,2028,527,5581.25,159,42.75,433.75,3,0,10,2,0,7,47,10,138.5,25,5,73.25,11.22,1.98,35.31,12443,3450.25,29875.25,0.914848766516407,0.861480859260408,0.968631883851945
2020-05-19,covidregion_1,baseline,1980,525.25,5493.25,159,42.75,435.25,2,0,11,2,0,8,47,11,143,24,5.75,70,11.22,1.98,34.485,12643,3513.25,30382.75,0.912276735462021,0.857970705628139,0.966991438971518
2020-05-20,covidregion_1,baseline,1939,502,5387,156,40,419.75,2,0,9,1,0,8,46,11,139,23,5,70.25,10.56,1.98,34.32,12869,3558,30925.75,0.912467185775286,0.858636157869238,0.966907504972259
2020-05-21,covidregion_1,baseline,1897,489.75,5312,154,38,409,2,0,10,2,0,7,45,11,131.25,23,5,67.25,10.56,2.475,34.32,13054,3595,31430.5,0.914265880509608,0.858998953610374,0.968144332471742
2020-05-22,covidregion_1,baseline,1858,474,5259.25,150,34.75,397.75,2,0,9,2,0,7,44,11,129.25,22,5,66.25,9.9,1.98,31.845,13234,3631,31926.75,0.914534041628073,0.858613904030562,0.970378034806608
2020-05-23,covidregion_1,baseline,1825,468.75,5164.75,145,39.75,389.25,2,0,8.25,2,0,7,43,10,127,22,4,65,9.9,1.98,31.185,13400,3674.75,32418.75,0.915064287324722,0.859284293506444,0.970830925753476
2020-05-24,covidregion_1,baseline,1795,460.25,5019,144,43.25,366.5,2,0,9,1,0,7,42,8.75,123.25,22,4,62.25,9.9,1.98,30.36,13563,3717.25,32938.5,0.913397671657506,0.857627972344741,0.969188949756972
2020-05-25,covidregion_1,baseline,1769,442.5,4923.5,139,37.75,382.25,2,0,8,2,0,6,41,7,124,21,4,61.25,9.24,1.98,29.7,13755,3755.25,33402.75,0.911087566136599,0.856232069920659,0.967107991567099
2020-05-26,covidregion_1,baseline,1738,446,4850,141,37,375.25,2,0,8,1,0,6.25,41,7,115.75,20,4,61,9.24,1.98,29.205,13936,3800.25,33850.5,0.911354412426051,0.855559783399261,0.96760718275207
2020-05-27,covidregion_1,baseline,1687,439.5,4783.25,138,35.75,362.25,2,0,8,1,0,6,40,7,114.25,20,4,59,8.58,1.815,28.38,14094,3837.25,34264.75,0.910823188538187,0.853562349816833,0.96822960406672
2020-05-28,covidregion_1,baseline,1641,436.5,4681,133,34.75,359,2,0,7.25,1,0,5.25,39,7,110.75,19,4,57.25,8.58,1.32,27.885,14242,3876.75,34639.25,0.911301969472282,0.853376773518011,0.969604489857708
2020-05-29,covidregion_1,baseline,1617,425.5,4591.5,130,29.5,355.25,2,0,8,1,0,6,39,8,107.5,19,4,60.5,8.58,1.32,29.04,14396,3909.5,34995.25,0.910348036354467,0.851344960354482,0.967760006983883
2020-05-30,covidregion_1,baseline,1588,420,4483.5,128,29.5,344.75,2,0,10,1,0,6,38,8,110.25,18,3,57,8.58,1.32,27.72,14544,3946.5,35365.5,0.910710783184636,0.852239319104311,0.970190974181322
2020-05-31,covidregion_1,baseline,1565,412.5,4380.5,126,28.75,331.5,2,0,8,1,0,6,37,7,106.5,18,3,52,7.92,1.32,25.74,14679,3975.75,35688.75,0.909396534410271,0.851858760635422,0.969809531256201
2020-06-01,covidregion_1,baseline,1537,406.25,4287.5,123,31.5,332,2,0,8,1,0,6,36,7,107.25,18,3,53.25,7.92,1.32,24.75,14825,4011,36012.75,0.910079926823804,0.852087100075845,0.969290362029844
2020-06-02,covidregion_1,baseline,1492,397.75,4273.25,121,29.75,323.75,2,0,8,1,0,6,36,6.75,105.25,18,3,52.5,7.92,1.32,25.245,14956,4044.5,36326.5,0.911257693311286,0.851546549117502,0.972063565607623
2020-06-03,covidregion_1,baseline,1455,381.75,4200.5,118,27.25,324.5,2,0,7,1,0,5,34,7.75,101.25,17,3,51,7.92,1.32,23.925,15098,4081,36670,0.911011406418449,0.851590858558103,0.97201507656928
2020-06-04,covidregion_1,baseline,1433,374.5,4155.75,113,29,305,2,0,8,1,0,6,33,7,100,17,3,48.5,7.92,1.32,23.1,15241,4118.25,37090.25,0.909424374741308,0.847734601856294,0.970044416760207
2020-06-05,covidregion_1,baseline,1414,372.25,4080,115,24.75,299.75,2,0,7,1,0,5,33,7,95.25,17,2.75,47.5,7.92,1.32,23.265,15379,4156.5,37496.5,0.910214095192648,0.848920967082166,0.972160815845704
2020-06-06,covidregion_1,baseline,1390,353.5,3958.75,113,28.5,294.75,2,0,7,1,0,5,32,6,95,16,3,46.25,7.92,1.32,23.1,15490,4185.25,37890.5,0.913523705408761,0.853651906169837,0.975042106883478
2020-06-07,covidregion_1,baseline,1367,345,3894.5,109,25.75,291.25,2,0,7.25,1,0,6,32,5,92,16,3,47,7.26,0.66,23.1,15633,4212.5,38270.5,0.91925453930735,0.857316707630532,0.982618283490726
2020-06-08,covidregion_1,baseline,1337,347,3832.75,106,27.5,290,2,0,7,1,0,6,32,5,91.5,15,3,44.25,7.26,0.66,21.945,15756,4247.5,38654.75,0.927493467576721,0.864137395627258,0.990343241414921
2020-06-09,covidregion_1,baseline,1310,339,3780,105,23.75,277,2,0,6,1,0,5,31,5,91.25,15,3,44,7.26,0.66,21.12,15897,4278.5,39043.25,0.937198133236885,0.875591554504189,0.998806172747274
2020-06-10,covidregion_1,baseline,1272,337.75,3741,101,24.75,279,2,0,6.25,1,0,5,30,5,92,14,3,43,6.6,0.66,21.945,16058,4317,39381.5,0.94993551330479,0.887970065548903,1.01290434770941
2020-06-11,covidregion_1,baseline,1247,330.5,3664.75,102,25.5,272.75,1,0,7,1,0,5.25,30,4,89,14,2,42.25,6.6,0.66,21.78,16191,4353.25,39731.25,0.963092940644614,0.90323300336119,1.02243747420391
2020-06-12,covidregion_1,baseline,1218,317.5,3586.5,98,20.75,266,1,0,7,1,0,6,29,5,86,13,2,41,6.6,0.66,21.12,16306,4385.75,40077.75,0.974972097415919,0.91639369339299,1.03499800864745
2020-06-13,covidregion_1,baseline,1191,303.25,3490.25,96,22.75,264.75,1,0,6,1,0,5.25,28,4.75,80,13,2,41.5,6.6,0.66,21.45,16432,4422.5,40415.25,0.983724644966294,0.92684416023599,1.04132479254772
2020-06-14,covidregion_1,baseline,1162,300.25,3423.75,94,20,259.5,1,0,6,1,0,5,28,4,80.25,13,2,40.5,6.6,0.66,22.605,16549,4461.5,40736,0.993862092343784,0.937430327520206,1.05185092189512
2020-06-15,covidregion_1,baseline,1144,284.5,3324.25,93,20,255,1,0,6,1,0,5,27,5,76.75,13,2,37.25,6.6,0.66,20.625,16665,4495,41083,1.00418239979623,0.949481014090743,1.06072085427088
2020-06-16,covidregion_1,baseline,1117,277,3272.75,90,20,244.25,1,0,5.25,1,0,5,27,5,76.5,12,2,37,6.6,0.66,21.12,16778,4524.5,41413.75,1.01438451832014,0.959387381773783,1.07197717473381
2020-06-17,covidregion_1,baseline,1097,264,3240.5,89,19.75,240.75,1,0,5,1,0,5,27,4,75,12,2,36,6.6,0.66,19.965,16872,4550.75,41735.5,1.02470552780464,0.970023490845318,1.0826238320868
2020-06-18,covidregion_1,baseline,1077,263.75,3178.25,86,20,232.5,1,0,6,1,0,6,26,4,73.25,11,2,37,5.94,0.66,20.625,16952,4582.25,42057,1.03324649404543,0.977738078751887,1.09117958629024
2020-06-19,covidregion_1,baseline,1055,255.75,3092.75,86,19.75,227,1,0,6,1,0,5,26,5,75.25,11,2,36,5.94,0.66,20.625,17051,4603.75,42374,1.04110423831617,0.984223361284374,1.09739868247423
2020-06-20,covidregion_1,baseline,1036,248.75,3031.25,83,19,226,1,0,5.25,1,0,5,25,4,71.25,11,2,36,5.94,0.66,19.8,17192,4637,42708.75,1.04534960474129,0.988308950750221,1.10665183044419
2020-06-21,covidregion_1,baseline,1017,249.5,2962.5,83,19,223.75,1,0,5,1,0,4.25,24,4,73.25,11,2,34,5.94,0.66,18.645,17327,4664,42984,1.04637202714786,0.98833610102377,1.10639758587088
2020-06-22,covidregion_1,baseline,997,245.25,2923.25,85,17.75,234.75,1,0,6,1,0,5,24,4,72.5,11,2,32.25,5.94,0.66,18.645,17450,4693.25,43266.25,1.04483573743819,0.985822413068463,1.10487892034221
2020-06-23,covidregion_1,baseline,996,240,2882,86,18.75,244.25,1,0,6,1,0,5,24,4,71.5,10,2,31.25,5.94,0.66,17.985,17542,4720,43529,1.03992184936116,0.982331780339194,1.09990381924664
2020-06-24,covidregion_1,baseline,983,239.25,2842.25,87,18.75,249,1,0,5.25,1,0,5,23,4,72.5,10,1,32,5.94,0.66,17.985,17661,4751.5,43790,1.0336591426316,0.977498954336668,1.09574017221529
2020-06-25,covidregion_1,baseline,975,237.25,2828.25,91,21.75,260.25,1,0,5,1,0,5,23,3.75,68,10,1,31,5.28,0.66,17.985,17763,4773,44015.25,1.02891924419514,0.97290425969247,1.08902238820173
2020-06-26,covidregion_1,baseline,978,234.5,2828.5,93,21.75,246.5,1,0,5,1,0,5,23,3,70,10,1,32.25,5.28,0.66,18.81,17872,4804.25,44286.75,1.02616262730117,0.971452741421667,1.08469564254961
2020-06-27,covidregion_1,baseline,987,227.75,2828,94,20,246,1,0,5,1,0,5,22,3,69,9,1,30,5.28,0.66,17.82,17968,4833.25,44552,1.02600992686543,0.971803614824594,1.08417509084707
2020-06-28,covidregion_1,baseline,991,232.75,2820.25,93,19.75,263.5,1,0,5,1,0,5,22,3,66,9,1,28,5.28,0.66,17.16,18059,4871.5,44801.75,1.02454996016857,0.970709023997079,1.08110114701323
2020-06-29,covidregion_1,baseline,991,227.75,2850.75,93,19,267.75,1,0,5,1,0,4,22,3,69.25,9,1,30,5.28,0.66,17.16,18170,4900.75,45053.75,1.0213520710159,0.967114933473381,1.07799978067631
2020-06-30,covidregion_1,baseline,985,229.75,2856.25,94,19.5,271,1,0,5,1,0,5,22,3,70.25,9,1,29.25,5.28,0.66,17.16,18274,4925.75,45279.5,1.0205155062974,0.965855590880304,1.07625744437827
2020-07-01,covidregion_1,baseline,992,227.75,2852.5,96,19,265.5,1,0,5,1,0,5,22,2.75,67.5,9,1,29,5.28,0.66,17.325,18377,4962.75,45522.5,1.01759678663782,0.964442846162146,1.07242990930928
2020-07-02,covidregion_1,baseline,1002,228.5,2883.25,96,21,272,1,0,5,1,0,4,22,3,70.25,9,1,28.25,5.28,0.66,17.16,18447,4999.5,45765.75,1.01614522729649,0.962310632920451,1.07128246440174
