date,geography_modeled,scenario_name,cases_median,cases_lower,cases_upper,cases_new_median,cases_new_lower,cases_new_upper,deaths_median,deaths_lower,deaths_upper,deaths_det_median,deaths_det_lower,deaths_det_upper,hosp_bed_median,hosp_bed_lower,hosp_bed_upper,icu_median,icu_lower,icu_upper,vent_median,vent_lower,vent_upper,recovered_median,recovered_lower,recovered_upper,rt_median,rt_lower,rt_upper
2020-07-28,covidregion_8,mitigation_back_to_September,2897,682.85,6541.8,275.5,67.475,592,2,0,8,2,0,8,64,11,159.45,20,3.275,52.725,11.88,1.98,31.4985,86846,25942.9,205661.75,1.00269083295122,0.971092767109546,1.03477108158057
2020-07-29,covidregion_8,mitigation_back_to_September,2896,690.65,6587.25,271,70,589.625,3,0,9,2,0,8,63.5,12,159.9,21,4,53.1749999999999,12.54,1.98,32.34,87113.5,26042.7,206128.3,1.00281874241303,0.971324581955895,1.03555622544939
2020-07-30,covidregion_8,mitigation_back_to_September,2903.5,690.675,6590.075,269,71.825,602.425,2,0,9.72499999999997,2,0,8,63,12,159.725,20,4,52.4499999999999,11.88,2.1615,32.1585,87381,26131.625,206570.975,1.00190869969634,0.970482267505382,1.03451641846611
2020-07-31,covidregion_8,mitigation_back_to_September,2890.5,688.95,6612.55,269,64.55,602.7,2.5,0,8,2,0,7,63.5,12,161.725,20,4,53.725,11.88,1.98,32.1585,87752.5,26220.25,206955.975,1.00076582733272,0.968772588117904,1.03280237278677
2020-08-01,covidregion_8,mitigation_back_to_September,2899,674.45,6638.075,278,62.1,607.15,3,0,9,2,0,8,64,11.275,162.45,21,4,55,11.88,1.98,32.637,88116,26316.775,207384.075,1.00246086172519,0.970765862758685,1.03445630058564
2020-08-02,covidregion_8,mitigation_back_to_September,2886,680.6,6629.7,274.5,67.275,599.725,2,0,9,2,0,8,64,12.275,167.9,20.5,4,53.725,11.88,1.98,33,88494.5,26401.825,207809.775,1.00221086391779,0.970208278889092,1.03376339999106
2020-08-03,covidregion_8,mitigation_back_to_September,2881,674.325,6687.175,270,66,621.674999999999,3,0,8,2,0,8,63.5,13,165.35,20,3,53,11.88,1.98,32.1585,88832.5,26502.35,208228.5,1.00217666284473,0.970617498628291,1.03417732275039
2020-08-04,covidregion_8,mitigation_back_to_September,2900,663.05,6711.3,271,66,607.7,3,0,9,2,0,8,64,13,162.625,21,3,54,11.88,1.98,33.5939999999999,89189,26609.15,208636.425,1.00152489728132,0.970338427536399,1.03354921556023
2020-08-05,covidregion_8,mitigation_back_to_September,2890,662.35,6750.35,269.5,66,621.6,3,0,9,2,0,8,63,12,159.9,20,3,53,11.88,1.98,32.1585,89517.5,26709.65,209020.4,1.0009370289204,0.970318428497666,1.03212016727169
2020-08-06,covidregion_8,mitigation_back_to_September,2890.5,641,6727.15,270.5,63.275,619.15,2.5,0,9,2,0,7,63.5,10.55,156.725,20,3,53,11.22,1.5015,31.317,89775.5,26796.4,209420.975,1.00121809116444,0.969574896806359,1.03308827155073
2020-08-07,covidregion_8,mitigation_back_to_September,2889,635.85,6738.225,272.5,65.55,600.725,2,0,9,2,0,8,64,11,160.725,20,3,55.725,11.88,1.98,32.34,90025,26893.875,209847.55,0.999688059618959,0.968609849739123,1.03250307839294
2020-08-08,covidregion_8,mitigation_back_to_September,2901,626.275,6779.8,270.5,65.825,619.15,3,0,8,2,0,8,64,10.275,154.175,20,3.275,58,11.88,1.98,35.4585,90301,26981.925,210258.75,1.00059878168208,0.969279115765388,1.03252764146344
2020-08-09,covidregion_8,mitigation_back_to_September,2926.5,627.125,6755.225,275.5,67.1,610.175,2,0,9.72499999999997,2,0,9,63,12,153.45,20,3,55.725,11.88,1.98,34.1385,90545.5,27084.05,210647.9,0.999165950174373,0.967412191624591,1.03083244492187
2020-08-10,covidregion_8,mitigation_back_to_September,2913.5,625.15,6824.975,271,64.375,627.425,3,0,9,2,0,8.72499999999997,64,11.275,158.525,20,3,54.725,11.88,1.98,31.68,90775,27180.425,211063.85,0.997997032335849,0.966344028535758,1.03016604630482
2020-08-11,covidregion_8,mitigation_back_to_September,2913.5,614,6850.25,276,61.825,636.975,2,0,9.72499999999997,2,0,9,63,13.275,159.175,20,3,56,11.22,1.5015,32.1585,90991.5,27281.1,211478.825,0.997036052922757,0.966175407726018,1.02958486646593
2020-08-12,covidregion_8,mitigation_back_to_September,2922,610.475,6918.875,276.5,63.275,624.975,2.5,0,9,2,0,8,63.5,12.55,157.725,19,3,55,11.22,1.98,32.34,91231,27385.9,211880.075,0.99870565658131,0.968143954959791,1.03111330251046
2020-08-13,covidregion_8,mitigation_back_to_September,2908.5,613.75,6931.05,270.5,62.825,634.45,3,0,9,2,0,8.72499999999997,64.5,12,159,19,3,55,11.22,1.98,32.1585,91460,27477.925,212288.3,0.996848372583224,0.965459945690115,1.02885483213665
2020-08-14,covidregion_8,mitigation_back_to_September,2898,607.925,6949.5,271,62.55,637.425,2,0,8,2,0,7,66.5,10.275,156.725,19,3,54,11.55,1.98,32.1585,91677.5,27576.475,212682.95,0.997280280952173,0.965574495705918,1.02941743716072
2020-08-15,covidregion_8,mitigation_back_to_September,2916.5,609.5,6988.35,276.5,67.275,644.175,2,0,9,2,0,9,63.5,12,160.625,19.5,4,55,11.88,1.98,31.68,91889,27677.425,213066.15,0.995800918244593,0.96392789606481,1.02691950468916
2020-08-16,covidregion_8,mitigation_back_to_September,2903.5,612.675,7018.35,271.5,59.275,647.8,3,0,9,2,0,9,65,12,159.625,19,3,54,11.88,1.98,32.637,92072,27781.95,213461.75,0.997192674608211,0.966203738243396,1.0295622605727
2020-08-17,covidregion_8,mitigation_back_to_September,2902,614.275,7019.6,278.5,59.825,634.725,3,0,10,2,0,9,63.5,12,156.45,19.5,3,54,11.88,1.98,33.4785,92241.5,27880.525,213841,0.997281217178935,0.96533072107547,1.02868899448795
2020-08-18,covidregion_8,mitigation_back_to_September,2920.5,611.85,7031.775,271,61.275,639.875,3,0,9.72499999999997,2,0,9,65,11,156.725,19,3,57,11.88,1.5015,34.7985,92554,27985.25,214236.325,0.998580259629027,0.967138681974208,1.03062905367357
2020-08-19,covidregion_8,mitigation_back_to_September,2914.5,620.5,7046.5,270,60.375,658.175,2,0,9,2,0,8.72499999999997,64.5,13,161.625,20,3,59.725,11.88,1.98,35.64,92810,28097.9,214642.375,0.999900224091022,0.969902290689508,1.03242507342682
2020-08-20,covidregion_8,mitigation_back_to_September,2905,622.1,7102.925,271,59.375,644.9,2,0,9,2,0,8.72499999999997,64,12,158.725,20,3,57.725,11.88,1.98,34.617,93243.5,28190.15,215023.525,1.00128843786318,0.96988337275543,1.03293658785486
2020-08-21,covidregion_8,mitigation_back_to_September,2910,626.55,7138.475,272,62.375,654.9,3,0,10,2,0,9,64,12,158.45,20,3,55.725,11.88,1.5015,34.1385,93747.5,28292.675,215428.6,1.00202874140958,0.971272958239808,1.03419636948181
2020-08-22,covidregion_8,mitigation_back_to_September,2914.5,615.55,7201.6,272.5,64.275,648.9,3,0,9,2,0,8,65,12,164.725,21,3,53.4499999999999,12.54,1.5015,32.34,94168,28382.925,215805.725,1.00119467237667,0.969223464612078,1.03315029866472
2020-08-23,covidregion_8,mitigation_back_to_September,2903.5,619.55,7265.175,270,57.825,665.075,2,0,9,2,0,8,64,10.55,164.725,21,3,54,12.54,1.98,33.1154999999999,94501.5,28489.075,216205.5,0.999650534484795,0.968776590768691,1.03216343341292
2020-08-24,covidregion_8,mitigation_back_to_September,2925,621.275,7274.7,276.5,62.65,655.175,2,0,8,2,0,7,65,11,163.45,21,3,54.725,12.54,1.98,33.4785,94794.5,28599.225,216598.025,1.00016301372826,0.968051330289851,1.03230102830259
2020-08-25,covidregion_8,mitigation_back_to_September,2910,614.4,7298.875,271,60.825,658.35,3,0,9,2,0,8,65,10,165.45,21,3,55.725,12.54,1.98,33,95059,28709.55,216973.575,1.00058835727848,0.96938622646093,1.03282718264826
2020-08-26,covidregion_8,mitigation_back_to_September,2882.5,598.35,7347.025,270.5,57.275,672.425,2,0,9.72499999999997,2,0,8,65,12,163.45,21,3,57.725,11.88,1.98,32.34,95306.5,28803.925,217321.45,0.999949676680255,0.968113505672353,1.03211565924361
2020-08-27,covidregion_8,mitigation_back_to_September,2877,603.975,7351.025,268.5,61.825,657.15,2,0,8,2,0,8,66,12,165,21,3,58,12.54,1.98,33.66,95529,28895.55,217695.125,1.00127983659342,0.970124168619449,1.03330967260594
2020-08-28,covidregion_8,mitigation_back_to_September,2870.5,602.7,7365.125,274,57.825,664.725,3,0,9,2,0,8,66,13,166.45,21,3,56.725,11.88,1.98,34.1385,95768,29007.125,218081.3,1.00038670604666,0.969641395982207,1.03315861305014
2020-08-29,covidregion_8,mitigation_back_to_September,2864.5,588.525,7402.725,268,58.55,661.725,2,0,10,2,0,9,65,11.275,167,20,3,57,11.88,1.5015,34.32,96111.5,29111.625,218445.875,1.0014219039854,0.969296371293506,1.03363443052823
2020-08-30,covidregion_8,mitigation_back_to_September,2864.5,578.175,7419,271,55.275,655.725,2,0,10,2,0,9,65.5,11,165.175,21,3,58,11.88,1.98,33.66,96525,29219.15,218842.55,1.00052565834884,0.968989534299184,1.03203354927893
2020-08-31,covidregion_8,mitigation_back_to_September,2867,582.075,7390.9,271.5,58.375,651.175,3,0,10,2,0,9,66,10,164.175,21,4,55,11.88,2.1615,32.34,96806.5,29319.4,219199.3,1.00120256838582,0.969681445103157,1.03337428832715
2020-09-01,covidregion_8,mitigation_back_to_September,2869,585.325,7394.125,273.5,58,647.9,2,0,9,2,0,8,66,12,165,20,3,55.725,12.54,1.98,32.34,97051,29424.575,219538.65,1.00040993783066,0.968259919861355,1.03189565718702
2020-09-02,covidregion_8,mitigation_back_to_September,2884.5,592.225,7419.35,267,62.275,677.8,2,0,10,2,0,9,66,11,167.45,21,3,54,11.88,1.98,33,97226.5,29554.7,219918.075,1.00393600482445,0.973016100413863,1.03598704059476
2020-09-03,covidregion_8,mitigation_back_to_September,2877.5,587.55,7400.625,274,59.55,671.35,3,0,9,2,0,9,65,10.275,175.9,20,3,53.725,12.21,1.98,33,97452,29687.025,220277.575,1.00887766010761,0.977124429136532,1.04085338208116
2020-09-04,covidregion_8,mitigation_back_to_September,2895.5,582.4,7442.525,275,59.3,682.725,2,0,10,2,0,9,66.5,11,164.725,20,3,57.725,12.54,1.98,33.297,97609.5,29821.4,220647.65,1.01664271116356,0.98538135923637,1.04920945773768
2020-09-05,covidregion_8,mitigation_back_to_September,2890.5,584.575,7455.325,274.5,57.825,659.175,3,0,9.72499999999997,2,0,9,65,10,161.9,20,4,55.725,12.54,1.98,34.0724999999999,97795.5,29966.175,221008.8,1.02424413475102,0.992497392169048,1.05698147778083
2020-09-06,covidregion_8,mitigation_back_to_September,2880,576.925,7489.325,273,55.1,680,2.5,0,9,2,0,8,65,10.275,161.725,20,3,55,12.54,1.5015,32.34,97954,30104.5,221373.175,1.03462117397475,1.00121929731719,1.06758803955942
2020-09-07,covidregion_8,mitigation_back_to_September,2897,580.575,7533.375,271.5,59.825,676.9,2,0,10.4499999999999,2,0,8.72499999999997,67,10.55,165.9,21,3,56.725,12.54,1.98,33.4785,98133,30230.75,221753.7,1.04018028770074,1.00388475788502,1.07527066791165
2020-09-08,covidregion_8,mitigation_back_to_September,2901.5,571.5,7502.325,267.5,58,691.399999999999,3,0,11,2,0,9.72499999999997,66,11.275,165.9,21,3,56.725,12.54,1.98,33.4785,98312,30365.925,222108.1,1.04708303624297,1.00929552089404,1.08270282484602
2020-09-09,covidregion_8,mitigation_back_to_September,2897,566.825,7551.725,274.5,53.55,666.725,3,0,10,2,0,8,66.5,10.275,172.525,21,3,57.725,12.54,1.98,34.1385,98562.5,30507.35,222447.5,1.05437496399071,1.01507079251343,1.09176487838789
2020-09-10,covidregion_8,mitigation_back_to_September,2898.5,566.375,7576.8,271.5,61,702.599999999999,2,0,9.72499999999997,2,0,8.72499999999997,65,10,166,21.5,2,56.4499999999999,12.54,1.32,34.1385,98826,30631.225,222804,1.05905720251958,1.01662868780042,1.09792329208309
2020-09-11,covidregion_8,mitigation_back_to_September,2899,567.475,7600.4,270,60,683.774999999999,3,0,10,2,0,9,66,10.275,164.45,21,2,56,12.54,1.32,34.1385,99158,30785.35,223146.825,1.06549173917321,1.0212567284985,1.10572194260186
2020-09-12,covidregion_8,mitigation_back_to_September,2900,572.4,7599.85,273,55.375,688.35,3,0,9,2,0,9,66,11.275,167.8,21,2.275,55.725,11.88,1.32,34.32,99519,30921.325,223525.125,1.0700217681576,1.02435228375681,1.11032952828797
2020-09-13,covidregion_8,mitigation_back_to_September,2895.5,562.3,7648.25,269,55.2,693.499999999999,3,0,9,2,0,9,66,12,166.45,20.5,3,55,12.54,1.32,33.297,99790,31061.475,223849.425,1.07489059923614,1.025833655484,1.11768849877286
2020-09-14,covidregion_8,mitigation_back_to_September,2882.5,566.1,7689.25,275,56.925,698.45,2,0,9,2,0,9,64,11,162.175,21,3,52.725,12.54,1.5015,32.1585,100016.5,31198.925,224174.775,1.07979358923842,1.02887168313466,1.12331157528848
2020-09-15,covidregion_8,mitigation_back_to_September,2900,558.75,7744.975,270,56,674.725,2,0,9.72499999999997,2,0,9,65,11,171.45,21,3,53.725,12.54,1.5015,31.68,100311.5,31351.7,224508.225,1.08362441793096,1.03132786668414,1.12848235207513
2020-09-16,covidregion_8,mitigation_back_to_September,2876.5,563.85,7737.45,271,53.275,698.875,2,0,9.72499999999997,2,0,9,66,9.275,169.9,21,3,53.725,12.54,1.32,33.4785,100559,31506.425,224835.7,1.08435492642492,1.02988799894829,1.13027976090047
2020-09-17,covidregion_8,mitigation_back_to_September,2873.5,555.125,7781.525,271.5,57,709.9,2,0,9,2,0,8.72499999999997,65,10,167.45,21,3,54.725,12.54,1.32,34.32,100822,31649,225158.6,1.08198000429698,1.02735858316718,1.12883508990695
2020-09-18,covidregion_8,mitigation_back_to_September,2886.5,557.925,7821.8,288,55.825,718.425,2,0,9,2,0,9,65,9,160.45,20,3.275,57.4499999999999,12.54,1.98,34.32,101228.5,31780.25,225505.375,1.07960031370097,1.02547837150193,1.12861165746432
2020-09-19,covidregion_8,mitigation_back_to_September,2926,564.15,7889.55,296.5,59.275,746.9,3,0,9,2,0,8.72499999999997,65,12,169.725,21,3.275,59.725,12.54,1.98,34.98,101646.5,31900.575,225840.625,1.0766780079889,1.0241648860168,1.12465975669141
2020-09-20,covidregion_8,mitigation_back_to_September,2965,555.25,8011.475,304.5,59.275,762.725,3,0,10,2,0,8,65,12,171.625,21,3,56,12.54,1.98,34.1385,101873,32023.55,226151.325,1.07338281871189,1.02238592124403,1.12010928961973
2020-09-21,covidregion_8,mitigation_back_to_September,2989.5,564.325,8115.25,305.5,60.275,797.499999999999,2,0,10,2,0,9,67,11,167.175,21,3,57,12.54,1.98,34.32,102082.5,32149.525,226491.8,1.07204813201207,1.02305930688615,1.11776334274585
2020-09-22,covidregion_8,mitigation_back_to_September,3023,572.325,8205.775,317,59,803.725,2.5,0,9,2,0,8.72499999999997,65,11,166.45,20,3.275,54,12.54,1.98,34.1385,102331.5,32284.125,226818.675,1.07066469392581,1.02330270936655,1.11511020548091
2020-09-23,covidregion_8,mitigation_back_to_September,3054.5,575.65,8390.825,313,60,835.425,2.5,0,8.72499999999997,2,0,8,67,11,169.35,20,3.275,57.4499999999999,11.88,1.98,33.4785,102607,32412.45,227151.1,1.0702375492566,1.02270734013773,1.11286336573291
2020-09-24,covidregion_8,mitigation_back_to_September,3107,575.375,8574.75,323.5,67,854.325,2,0,10,2,0,10,66.5,10,175.725,20,3,58,11.88,1.98,34.32,102873,32541.65,227440.225,1.07378747424125,1.0258262159613,1.11649497528502
2020-09-25,covidregion_8,mitigation_back_to_September,3160.5,563,8700.7,329.5,61.1,851.7,2,0,10,2,0,9,66,10,180.8,21,3,58.725,12.54,1.32,35.277,103235,32685.175,227765.525,1.08787069705239,1.03930538058703,1.12961618569147
2020-09-26,covidregion_8,mitigation_back_to_September,3202,573.05,8873.9,329.5,60.925,891.975,3,0,10,2,0,10,68,9.275,182.625,21,3,59.1749999999999,12.54,1.32,35.4585,103513.5,32799.45,228111.875,1.10941774872675,1.05530335603308,1.15364982410931
2020-09-27,covidregion_8,mitigation_back_to_September,3237,586.75,9001.425,340,68.55,888.9,2,0,10,2,0,8,68,10.275,185.45,21,3,60.4499999999999,12.21,1.32,35.64,103749,32898.2,228447.3,1.13654664056638,1.06785193948155,1.18205420804921
2020-09-28,covidregion_8,mitigation_back_to_September,3307.5,601.475,9158.625,343.5,62.825,900.725,2,0,10,2,0,9,70,9.275,186.45,20,3,63.4499999999999,12.21,1.32,37.7354999999999,104008,33003.45,228809.875,1.16705120696689,1.08274399296584,1.21809506612558
2020-09-29,covidregion_8,mitigation_back_to_September,3346.5,613.275,9323.975,346.5,71.55,949.324999999998,3,0,10,2,0,9.72499999999997,70,10.275,188.9,21,3,61,12.54,1.98,36.1185,104410.5,33163.375,229130.125,1.20048245089349,1.09646846100907,1.25954009217384
2020-09-30,covidregion_8,mitigation_back_to_September,3411,624.825,9521.275,354,62.65,946.625,3,0,10.725,2,0,9,72.5,12,193.45,21,3,62.4499999999999,12.54,1.98,36.7785,104801.5,33330.25,229457.575,1.23165391562595,1.10593644569501,1.30654494743142
2020-10-01,covidregion_8,mitigation_back_to_September,3439.5,624.95,9652.95,354,63.925,957.35,3,0,10,2,0,9,72.5,12,198.9,22,3,65,12.54,1.98,36.96,105124,33516.75,229815.475,1.25893560591223,1.11706827347904,1.34948102296049
2020-10-02,covidregion_8,mitigation_back_to_September,3479,618.225,9807.075,364,66.1,972.324999999999,2,0,10,2,0,9,73,11,204.35,22,3,66.1749999999999,13.2,1.98,36.96,105409.5,33698.6,230155.9,1.28522646417011,1.12591728874608,1.39011336271259
2020-10-03,covidregion_8,mitigation_back_to_September,3533.5,639.325,9957.175,363,72.825,995.625,3,0,10,2,0,9,74.5,10.275,213.15,22,3,66.4499999999999,13.2,1.98,37.4385,105810,33874.775,230529.6,1.30525603339377,1.13094005731405,1.42912912769484
2020-10-04,covidregion_8,mitigation_back_to_September,3576.5,642.6,10139.6,378.5,68.1,1019.425,3,0,11,2,0,10,77.5,10,209.725,22,3,64.725,13.2,1.98,36.1185,106265,34038.325,230870.025,1.32302301637159,1.13712254411074,1.4626405292682
2020-10-05,covidregion_8,mitigation_back_to_September,3635,640.775,10305.45,374.5,71,1000.875,3,0,10.725,2,0,10,78,11.275,214.9,23,3,62.725,13.2,1.5015,35.64,106682.5,34133.45,231233.4,1.33740688069044,1.13983089771553,1.48917840539182
2020-10-06,covidregion_8,mitigation_back_to_September,3709,645.825,10434.25,381.5,69.475,998.8,3,0,10,3,0,10,77.5,11.275,213,23,3,64.725,13.86,1.98,37.0754999999999,107020.5,34217.45,231589.325,1.35059263160398,1.14614736881978,1.51613411264655
2020-10-07,covidregion_8,mitigation_back_to_September,3766,651.3,10619.15,388,72.275,1018.25,3,0,10,3,0,9,78.5,10.275,223.075,23,3,68.725,13.86,1.98,39.7154999999999,107382.5,34298.05,231960.45,1.36175182130973,1.14996608563622,1.53647491163836
2020-10-08,covidregion_8,mitigation_back_to_September,3798.5,663.65,10746.575,396,68.55,1071.175,3,0,10.725,2.5,0,10,80.5,11,232.35,23,3,72.725,13.86,1.98,41.217,107662,34364,232470.45,1.36872272390836,1.15218181963205,1.55173839438754
2020-10-09,covidregion_8,mitigation_back_to_September,3858,685,10950.4,402.5,65.275,1078.5,3,0,10,2,0,10,81.5,11,236.175,23.5,3,74.8999999999999,13.86,1.5015,41.58,107933,34525.6,233036.525,1.3703218554531,1.14900051485918,1.55763710194185
2020-10-10,covidregion_8,mitigation_back_to_September,3947.5,693.55,11169.25,422,81.275,1131.325,3,0,11,3,0,10,84,12,241.35,24,3,75.725,13.86,1.5015,42.24,108371,34703.25,233610.675,1.368220718964,1.1466429834389,1.56158527089421
2020-10-11,covidregion_8,mitigation_back_to_September,4056.5,710.1,11508.675,484.5,84.1,1263.95,3,0,12,3,0,12,83,13,240.725,25,3,76.725,14.52,1.32,43.3785,108837.5,34877.225,234192.2,1.36085208224196,1.14060200975376,1.55799490025389
2020-10-12,covidregion_8,mitigation_back_to_September,4226,735.65,11967.1,532,94.375,1448.625,3,0,11,3,0,10,86,12.275,243.45,24,3,77,14.52,1.32,44.88,109204.5,35060.95,235052.025,1.35636746770891,1.1403099057346,1.55079718915587
2020-10-13,covidregion_8,mitigation_back_to_September,4423,763.85,12542.55,573,100.2,1564.675,3,0,11.725,3,0,11,86.5,12.275,258.075,25,3.275,80.725,15.18,1.5015,45.6554999999999,109554.5,35235,235899.225,1.3508557573763,1.14078290129128,1.54496135206018
2020-10-14,covidregion_8,mitigation_back_to_September,4644.5,797.15,13190.275,622.5,117.925,1672.35,3,0,12,3,0,11,89,12.275,263.725,25,4,83.4499999999999,15.18,1.98,45.177,109885,35385.575,236785.9,1.34547290386487,1.13781313386684,1.53549177217686
2020-10-15,covidregion_8,mitigation_back_to_September,4931.5,834.6,13914.825,677,110.825,1774.85,3,0,11,3,0,10,94,14,267.45,25.5,4,86.2499999999997,14.52,1.98,46.4309999999999,110230.5,35519.025,237475.45,1.34306128306222,1.13599751673976,1.52588844392532
2020-10-16,covidregion_8,mitigation_back_to_September,5240,896.95,14719.075,726.5,129.825,1922.425,3,0,13,3,0,11,97,14.275,276.175,25,3,85.4249999999996,15.51,1.98,48.4109999999999,110680,35667.9,237925.7,1.33822088304044,1.13664184145572,1.52006867621641
2020-10-17,covidregion_8,mitigation_back_to_September,5585.5,968.125,15638.475,763,143.575,2056.2,3,0,14.725,3,0,11.725,101.5,16.275,295.45,27,4,83.725,15.84,1.98,47.817,111384.5,35830.525,238393.525,1.33188041750927,1.13238054348597,1.50981014425479
2020-10-18,covidregion_8,mitigation_back_to_September,5951.5,1018.9,16614.8,835,152.375,2143.425,3,0,13.725,3,0,12.725,104.5,15.55,306.175,27,4,88.1749999999999,16.5,2.64,48.477,111956.5,35989.05,238908.075,1.31250957729345,1.11763806355903,1.48602684951257
2020-10-19,covidregion_8,mitigation_back_to_September,6319.5,1079.425,17691.1,868.5,155.275,2305.575,3,0,13,3,0,12,110.5,16.275,312.625,28,4,90,17.16,2.1615,52.14,112587,36149.5,239446.6,1.28643786305208,1.10314747411257,1.45511197027129
2020-10-20,covidregion_8,mitigation_back_to_September,6690.5,1159.025,18810.45,926.5,171.2,2416.875,4,0,13.725,3,0,12,116,15.825,323.35,30,5,93.4499999999999,17.82,2.64,51.2985,113169,36308.925,240028,1.25582074650272,1.08710190863355,1.4158264134647
2020-10-21,covidregion_8,mitigation_back_to_September,7096,1233.275,19926.575,983.5,176.65,2606.225,4,0,15,3,0,13.725,125,16.55,337.175,30,4.275,91,17.82,2.64,52.6185,113797.5,36491.025,240597.9,1.22313110166589,1.07446356086637,1.37197644600424
2020-10-22,covidregion_8,mitigation_back_to_September,7577,1298.325,21296.275,1052,180.325,2821.225,4,0,15,3,0,14,132,17.55,359.9,33,5,95.4499999999999,19.14,2.8215,55.44,114373,36665.75,241193.65,1.19286517397954,1.06543489730611,1.327539768245
2020-10-23,covidregion_8,mitigation_back_to_September,8059.5,1388.575,22573.825,1117.5,209.925,2918.725,4,0,15.725,4,0,15,140.5,19,379.625,35,5,102.45,19.8,2.64,59.037,115104.5,36869.25,241977.1,1.16558438931114,1.05607398655186,1.28410316820854
2020-10-24,covidregion_8,mitigation_back_to_September,8582.5,1467.7,23931.925,1176,215.125,3095.975,5,0,17,4,0,16,149,22.275,412.9,35,5,107.625,21.12,3.3,62.5185,115627,37126.775,242941.05,1.140083493108,1.04639058202439,1.24146889921333
2020-10-25,covidregion_8,mitigation_back_to_September,9124,1533.975,25398.85,1268.5,210.925,3294.975,5,0,18,4,0,16,157.5,24.275,435.525,37,5.275,114.625,22.44,3.3,67.7324999999999,116516,37458.35,244102.425,1.11999178322734,1.03981555523176,1.20475951479664
2020-10-26,covidregion_8,mitigation_back_to_September,9696,1619.275,26965.525,1356,236.475,3496.925,5,0,19.725,4,0,18,168,27.55,472.725,39,5,118.175,23.1,3.3,70.917,117499.5,37806.375,245759.25,1.10091912371736,1.03281175871093,1.17221385154578
2020-10-27,covidregion_8,mitigation_back_to_September,10275,1733.525,28582.75,1416.5,254.825,3746.625,5,0,19.725,5,0,17.725,181,27.375,501.625,41,6,119,24.42,3.3,70.0754999999999,118294.5,38174.35,246533.2,1.08210482918541,1.02577529347973,1.14344532054694
2020-10-28,covidregion_8,mitigation_back_to_September,10925,1840,30331.55,1530.5,268.1,3986.95,5,0,19,5,0,18,192,28.55,522.075,44,5.275,126.45,26.4,2.8215,74.5139999999999,119362,38540.3,247225.9,1.0642711538931,1.01775779351467,1.11537313555894
2020-10-29,covidregion_8,mitigation_back_to_September,11725,1964.375,32153.675,1646.5,299.275,4163.425,6,0,22.725,6,0,19,205.5,30,571.7,46,5,130.725,27.39,3.3,81.6419999999997,120639.5,38783.95,248179.25,1.04829789244581,1.01096461351983,1.09072583117395
2020-10-30,covidregion_8,mitigation_back_to_September,12536,2082.45,34307.675,1730,299.125,4427.775,6,0,21,6,0,20,213.5,32,613.625,49,5,140.45,29.04,3.3,85.2554999999999,121978.5,39029.55,249509.675,1.03214338922717,1.00236846570016,1.06719433490409
2020-10-31,covidregion_8,mitigation_back_to_September,13361.5,2206.825,36356.475,1836.5,324.65,4697.8,7,0,21.725,6,0,19,227,35,645.324999999999,52,5.275,155.425,31.68,3.4815,93.0434999999998,123085.5,39276.575,250461.075,1.0178253832487,0.995720493453433,1.04525889860844
2020-11-01,covidregion_8,mitigation_back_to_September,14201.5,2329.575,38444.9,1949.5,328.425,4946.575,7,1,22.725,6,0,21,241.5,37.55,679.8,56.5,6,166.45,33.33,3.96,101.7555,124108.5,39518.325,251546.225,1.012207180495,0.995268088697246,1.03366803568242
2020-11-02,covidregion_8,mitigation_back_to_September,14974.5,2469.85,40613.925,2018.5,360.75,5126.25,7,0,26,7,0,23,258.5,41,721.625,60,6,173.725,35.97,3.96,107.58,125473.5,39786.175,252867.675,1.01155410696046,0.997281478160093,1.02835224299391
2020-11-03,covidregion_8,mitigation_back_to_September,15721,2580.1,42495.2,1911.5,336.05,4889.075,8,1,29,7,0,26,277,41.55,779.6,63,7.275,186.175,37.62,4.1415,117.5955,127065.5,40094.25,254352.175,1.01471231296347,1.00147444759805,1.02882927869541
2020-11-04,covidregion_8,mitigation_back_to_September,16302,2680.85,43961.575,1885.5,330.65,4745.3,9,0,29.725,8,0,26.725,290.5,46.1,819.625,67,8,188.725,40.26,4.62,118.7175,128742,40363.275,255901.75,1.02004495712775,1.00666284247657,1.03304081161332
2020-11-05,covidregion_8,mitigation_back_to_September,16765.5,2735.2,45134.7,1855,326.275,4668.725,9,1,31,8,1,28,312,48.275,858.175,70,8.275,202.625,42.9,4.8015,125.202,130050.5,40689.125,257808.45,1.02494563098723,1.00983021648764,1.03826709273849
2020-11-06,covidregion_8,mitigation_back_to_September,17113.5,2808.8,46058.125,1817.5,318.575,4649.725,10,1,36,9,0.275,35,327,49,903.9,74,9,213.075,44.88,5.4615,129.822,132001.5,40995.525,260656.2,1.03084185820164,1.01321097957098,1.04486804233309
2020-11-07,covidregion_8,mitigation_back_to_September,17455.5,2815,46888.975,1828,323.75,4618.475,10,1,35.725,9,1,31,340.5,47.1,949.849999999999,80,10,224.25,48.18,5.94,133.4355,134239.5,41337.125,264096.175,1.03543752035485,1.01497675145301,1.05088588877678
2020-11-08,covidregion_8,mitigation_back_to_September,17822.5,2842.675,47511.425,1828.5,304.825,4579.75,11,1,36,10,1,34,348,50.275,990.224999999999,87,12.275,231,50.82,7.26,135.894,135549.5,41750,265890.55,1.03835732589164,1.01518466108792,1.05555882996424
